Score,Date,Quote
Mostly True,"August 1, 2012","Mitt Romney is proposing a tax plan ""that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year."""
Mostly True,"July 23, 2012","""Gov. Romney's plan would cut taxes for the folks at the very top."""
Mostly True,"June 26, 2012",The federal government has made investments in science and technology inventing the products that led to the creation of Google.
Mostly True,"June 14, 2012","""Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year."""
Mostly True,"June 22, 2012","The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadn’t changed. ... The only thing that had changed was politics."""
Mostly True,"May 14, 2012","After they bought GST Steel, ""Mitt Romney and his partners loaded it with debt, closed the Kansas City plant and walked away with a healthy profit, leaving hundreds of employees out of work with their pensions in jeopardy."""
Mostly True,"May 3, 2012","Says Mitt Romney ""has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act."""
Mostly True,"May 5, 2012","Mitt Romney has ""proposed cutting his own taxes while raising them on 18 million working families."""
Mostly True,"March 28, 2012","""Under President Obama, domestic oil production is at an eight-year high."""
Mostly True,"April 3, 2012","Says Ronald Reagan ""understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases."""
Mostly True,"March 16, 2012","Because of the new health care law, ""Americans no longer will see their coverage dropped or capped when illness strikes."""
Mostly True,"March 15, 2012","By the time Obama took office, ""The Bush administration had given the car companies $13 billion and the money was now gone."""
Mostly True,"March 16, 2012","Because of the new health care law, ""2.5 million young adults now have coverage."""
Mostly True,"February 23, 2012","""We supported the first new nuclear power plant in three decades."""
Mostly True,"January 24, 2012","""In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005."""
True,"November 6, 2009","""History tells us that job growth always lags behind economic growth."""
True,"September 21, 2009","""FDR was called a socialist and a communist."""
True,"September 20, 2009","""Mathematically, the White Sox can still get in the playoffs."""
True,"September 9, 2009","""The claim ... that we plan to set up panels of bureaucrats with the power to  kill off senior citizens ... is a lie, plain and simple."""
True,"September 9, 2009","If you ""already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have."""
True,"August 11, 2009","The health care plan for members of Congress ""is no better than the janitor who cleans their offices."""
True,"June 9, 2009","""In the first round of repayments""  from financial institutions that received TARP money, ""the government has actually turned a profit."""
True,"May 21, 2009","""Nobody has ever escaped from one of our federal 'supermax' prisons."""
True,"April 29, 2009","Washing your hands and covering your mouth when you cough ""makes a huge difference"" in reducing transmission of the flu."
True,"April 29, 2009","In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year."""
True,"March 27, 2009","""2008 was the deadliest year of the war (in Afghanistan) for American forces."""
True,"March 22, 2009","""Warren (Buffett) still does support me."""
True,"March 5, 2009","""Teddy Roosevelt first called for (health care) reform nearly a century ago."""
True,"February 17, 2009","""We are making the largest investment in education in our nation’s history."""
True,"February 9, 2009","""Putting three Republicans in my Cabinet...is unprecedented."""
True,"October 15, 2008","Medicare spends ""$15-billion a year on subsidies to insurance companies."""
True,"October 15, 2008","""98 percent of small businesses make less than $250,000"" and would not see a tax increase under Barack Obama's plan."
True,"October 7, 2008","Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it."""
True,"October 7, 2008","""Two years ago...I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke, and told them [subprime lending] is something we have to deal with."""
True,"October 7, 2008","""Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget."""
True,"September 30, 2008","Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes."
True,"September 26, 2008","John McCain wants to ""give oil companies another $4-billion"" in tax breaks."
True,"September 23, 2008","""Grateful insurance company executives and their lobbyists"" from Bermuda gave McCain $50,000."
True,"September 17, 2008","Obama's tax plan cuts taxes ""for 95 percent of all working families."""
True,"September 16, 2008",John McCain said last year he didn't know of a solution to the mortgage crisis.
True,"August 28, 2008","""Today, we import triple the amount of oil than we had on the day Senator McCain took office."""
True,"August 28, 2008","""John McCain has voted with George Bush 90 percent of the time."""
True,"August 19, 2008","""Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq)."""
True,"August 9, 2008","""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government."""
True,"August 12, 2008","""McCain opposed a requirement that the government buy American-made motorcycles. And he said all buy-American provisions were quote 'disgraceful.' """
Half True,"July 12, 2011",Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased.
Half True,"July 6, 2011","Says that when President Bill Clinton raised the top tax rates to levels now proposed by Obama, the country experienced significant job growth."
Half True,"May 1, 2011","""Bin Laden had declared war against Pakistan."""
Half True,"April 13, 2011","""In the last decade, the average income of the bottom 90 percent of all working Americans actually declined. The top 1 percent saw their income rise by an average of more than a quarter of a million dollars each."""
Half True,"April 13, 2011","""By the end of this decade, the interest we owe on our debt could rise to nearly $1 trillion."""
Half True,"March 28, 2011","""Regime change (in Iraq) took eight years"""
Half True,"March 11, 2011","""Oil production from federal waters in the Gulf of Mexico reached an all-time high"" in 2010."
Half True,"March 11, 2011","""For the first time in more than a decade, imports accounted for less than half of (the oil) we consumed."""
Half True,"February 14, 2011",The White House budget plan will bring domestic discretionary spending to its lowest share of our economy since Dwight Eisenhower was president.
Half True,"January 25, 2011","""We are living with a legacy of deficit-spending that began almost a decade ago."""
Half True,"November 7, 2010","""One of the interesting things about the Recovery Act was most of the projects came in under budget, faster than expected, because there's just not a lot of work there."""
Half True,"October 30, 2010","""The Republican leader of the Senate said his main goal after this election is simply to win the next one."""
Half True,"October 27, 2010","""Before we even passed health care, 4 millions kids got health insurance that didn't have it before, through the Children's Health Insurance Program."""
Half True,"October 27, 2010","Stabilizing the recent financial crisis ""will cost less than 1 percent of GDP,"" which is less than the 2.5 percent to fix the savings and loan crisis of the 1980s."
Half True,"October 27, 2010","The health care bill ""cuts the deficit by over $1 trillion dollars."""
Half True,"October 7, 2010","""Groups that receive foreign money are spending huge sums to influence American elections."""
Half True,"September 28, 2010","The Republican election platform ""was actually written with the help of a former lobbyist for AIG and a former lobbyist for Exxon-Mobil."""
Half True,"September 27, 2010","""We now have our kids go to school about a month less than most other advanced countries."""
Half True,"September 6, 2010","John Boehner wants to reopen a tax loophole ""that actually rewarded corporations for shipping jobs and profits overseas."""
Half True,"June 15, 2010","""I've issued a six-month moratorium on deepwater drilling."""
Half True,"March 19, 2010","""Americans who get their insurance through the workplace, cost savings could be as much as $3,000 less per employee than if we do nothing."""
Half True,"February 25, 2010","""The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent."""
Half True,"February 17, 2010","""So far, the Recovery Act is responsible for the jobs of about 2 million Americans who would otherwise be unemployed. ... [And] the Recovery Act is on track to save or create another 1.5 million jobs in 2010."""
Half True,"January 27, 2010","Health care reform ""would bring down the deficit by as much as $1 trillion over the next two decades."""
Half True,"January 27, 2010","The ""pay-as-you-go law ... was a big reason why we had record surpluses in the 1990s."""
Half True,"January 27, 2010","""Because of the steps we took, there are about 2 million Americans working right now who would otherwise be unemployed."""
Half True,"December 15, 2009","Health care reform plans being consided in Congress ""will finally reduce the costs of health care."""
Half True,"December 9, 2009","""We've created or saved up to 1.6 million jobs, according to the CBO -- the Congressional Budget Office -- through the Recovery Act."""
Half True,"September 20, 2009","""Medicare does just as good, if not better, at keeping people healthy"" as Medicare Advantage."
Half True,"September 20, 2009","Families are paying $900, on average, ""in higher premiums because of uncompensated care."""
Mostly True,"January 24, 2012","""Right now, American oil production is the highest that it’s been in eight years."""
Mostly True,"December 20, 2011","""Fifty percent of Speaker Gingrich’s tax plan goes to the top 1 percent."""
Mostly True,"November 2, 2011","""Because of Barack Obama 32 million new people will have healthcare."""
Mostly True,"September 5, 2011","A bipartisan payroll tax cut championed by the White House has meant that ""the average family has an extra $1,000 in their pocket"" this year."
Mostly True,"July 21, 2011","Says Ronald Reagan ""repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way."""
Mostly True,"July 15, 2011","""Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts."""
Mostly True,"July 11, 2011","""As we've seen that federal support for states diminish, you've seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs."""
Mostly True,"July 6, 2011","""We have provided at least 16 tax cuts to small businesses."""
Mostly True,"June 29, 2011","""You see a whole bunch of Korean cars here in the United States, and you don't see any American cars in Korea."""
Mostly True,"June 29, 2011","""If you're a … wealthy CEO or a … hedge fund manager in America right now, your taxes are … lower than they've been since the 1950s."""
Mostly True,"April 26, 2011","Says ""we have now more Border Patrol officers … than we’ve had at any time in our history."""
Mostly True,"April 14, 2011","Says Paul Ryan ""voted for two wars that were unpaid for, voted for the Bush tax cuts that were unpaid for, voted for the prescription drug bill that cost as much as my health care bill -- but wasn't paid for."""
Mostly True,"April 18, 2011","""Gov. (Rick) Perry helped balance his budget with about $6 billion worth of federal help, which he happily took, and then started blaming the members of Congress who had offered that help."""
Mostly True,"April 13, 2011","The Republican budget plan ""says that 10 years from now, if you’re a 65-year-old who’s eligible for Medicare, you should have to pay nearly $6,400 more than you would today."""
Mostly True,"March 11, 2011","""Last year, American oil production reached its highest level since 2003."""
Mostly True,"February 7, 2011","""Today, American companies have nearly $2 trillion sitting on their balance sheets."""
Mostly True,"February 6, 2011","""I lowered taxes over the last two years."""
Mostly True,"January 25, 2011","""The Interior Department is in charge of salmon while they're in fresh water, but the Commerce Department handles them when they're in saltwater."""
Mostly True,"January 25, 2011","""As many as a quarter of our students aren’t even finishing high school."""
Mostly True,"December 7, 2010","""There are polls showing right now that the American people for the most part think it's a bad idea to provide tax cuts to the wealthy."""
Mostly True,"October 27, 2010","""We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent."""
Mostly True,"September 20, 2010","""Our tax rates are lower now than they were under Ronald Reagan. They're much lower than they were under Dwight Eisenhower."""
Mostly True,"September 8, 2010","""When these same Republicans –- including Mr. Boehner –- were in charge, the number of earmarks and pet projects went up, not down."""
Mostly True,"July 22, 2010","The president's budget ""would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK."""
Mostly True,"July 1, 2010","""Today, we have more boots on the ground near the Southwest border than at any time in our history."""
Mostly True,"June 15, 2010","""Oil companies showered regulators (at the Minerals Management Service) with gifts and favors, and were essentially allowed to conduct their own safety inspections and write their own regulations."""
Mostly True,"May 27, 2010","""The Interior Department has only 30 days to review an exploration plan submitted by an oil company. That leaves no time for the appropriate environmental review. The result is, they are continually waived."""
Mostly True,"March 30, 2010","""A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation."""
Mostly True,"January 29, 2010","Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade."""
Mostly True,"January 27, 2010","""At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade."""
True,"July 30, 2008","""We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups."""
True,"August 1, 2008","Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months."""
True,"August 1, 2008","""I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities."""
True,"July 30, 2008","""Wild Bill Hickok had his first duel in the town square here. And the family legend is that he is a distant cousin of mine."""
True,"July 19, 2008",McCain has switched to Obama's position on more troops to Afghanistan.
True,"July 20, 2008","""For at least a year now, I have called for two additional brigades, perhaps three."""
True,"July 15, 2008","Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons."""
True,"June 13, 2008","""When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position."""
True,"June 15, 2008","""More than half of all black children live in single-parent households, a number that has doubled — doubled — since we were children."""
True,"June 11, 2008","John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay."""
True,"June 3, 2008","""John McCain decided to stand with George Bush 95 percent of the time (last year)."""
True,"May 27, 2008","John McCain ""has not led on nonproliferation issues when he had the chance in the Senate."""
True,"May 21, 2008","""Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists."""
True,"May 21, 2008","McCain ""hired some of the biggest lobbyists in Washington to run his campaign."""
True,"May 21, 2008","When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """
True,"May 13, 2008","""NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq."""
True,"April 17, 2008","""Hillary Clinton has taken over $800,000 from lobbyists."""
True,"April 16, 2008","The United States is ""seeing greater income inequality now than any time since the 1920s."""
True,"March 20, 2008","""Iraq is costing each household about $100 a month."""
True,"March 11, 2008",Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.
True,"February 26, 2008","""I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream."""
True,"March 1, 2008",Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war.
True,"February 24, 2008","Clinton said ""great things about NAFTA until she started running for president."""
True,"February 21, 2008","""We send a billion dollars to foreign countries every day because of our addiction to foreign oil."""
True,"February 21, 2008","He's been endorsed by ""every major newspaper here in the state of Texas."""
True,"February 10, 2008","Hillary Clinton ""starts off with 47 percent of the country against her."""
True,"February 4, 2008","""Sen. Obama has always had a 100 percent prochoice rating."""
True,"January 30, 2008","Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions."""
True,"January 30, 2008","Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq."""
True,"January 21, 2008","""While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart."""
Half True,"August 11, 2009","""I just want to assure [you] we're not talking about cutting Medicare benefits."""
Half True,"August 11, 2009","""If you like your health care plan, you can keep your health care plan."""
Half True,"July 11, 2009","The stimulus ""has delivered $43 billion in tax relief to American working families and businesses"""
Half True,"May 26, 2009","""Walking in the door (Sonia Sotomayor) would bring more experience on the bench, and more varied experience on the bench, than anyone currently serving on the United States Supreme Court had when they were appointed."""
Half True,"May 7, 2009","Pay-as-you-go ""is the principle that helped transform large deficits into surpluses in the 1990s."""
Half True,"April 16, 2009","""More than 90 percent of the guns recovered in Mexico come from the United States."""
Half True,"February 3, 2009","On attacks by Republicans that various programs in the economic stimulus plan are not stimulative, ""If you add all that stuff up, it accounts for less than 1 percent of the overall package."""
Half True,"January 24, 2009","""Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four."""
Half True,"October 30, 2008","Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing."""
Half True,"October 14, 2008",The accuracy of the Obama tax calculator
Half True,"October 29, 2008","Measures in Barack Obama's health plan could ""lower health care costs for the typical family by $2,500 a year."""
Half True,"October 7, 2008","On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system."""
Half True,"October 7, 2008","""I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it."""
Half True,"September 30, 2008","""My plan offers three times as much tax relief to the middle class as Senator McCain's."""
Half True,"September 26, 2008","""There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world."""
Half True,"September 26, 2008","John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran."""
Half True,"September 26, 2008","Under Obama's tax plan, ""95 percent of you will get a tax cut."""
Half True,"September 26, 2008","Henry Kissinger ""said that we should meet with Iran — guess what — without precondition."""
Half True,"September 22, 2008","John McCain would ""reduce oversight of health insurance."""
Half True,"September 17, 2008","McCain economic adviser Phil Gramm is ""the architect of some of the deregulation in Washington that helped cause the mess on Wall Street."""
Half True,"August 28, 2008","""The average American family"" saw income rise $7,500 under Bill Clinton and decline $2,000 under George Bush."
Half True,"August 23, 2008:","""Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country."""
Half True,"July 30, 2008","McCain's attacks on Obama are 'not true,' 'false,' 'baloney,' according to media outlets."
Half True,"June 30, 2008","Obama says his bill ""reduced welfare rolls nearly 80 percent."""
Half True,"June 21, 2008","John McCain ""opposed legislation to fund levees and flood control programs, which he considers pork."""
Half True,"June 12, 2008","Barack Obama ""extended health care for wounded troops who'd been neglected."""
Half True,"May 13, 2008","We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq."
Half True,"May 13, 2008","A gas tax holiday is a gimmick that ""every economist says will just go into the pockets of the oil companies."""
Half True,"May 4, 2008","""If Senator Clinton or John McCain had stood up in previous years for increases in fuel efficiency standards . . . then we would not be in this same situation in the first place."""
Half True,"April 17, 2008","""Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs."""
Mostly True,"January 27, 2010","""For the first time in history, my administration posts our White House visitors online."""
Mostly True,"January 14, 2010","""The Washington Times ... pointed out that we had succeeded where previous administrations had failed"" on spending cuts."
Mostly True,"December 1, 2009","""In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror."""
Mostly True,"August 11, 2009","""Nearly 46 million Americans don't have health insurance coverage today."""
Mostly True,"July 22, 2009","""Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP"" say that health reform ""makes sense to do."""
Mostly True,"July 22, 2009","""14,000 Americans . . . lose their health insurance every single day."""
Mostly True,"June 29, 2009","""Californians consume 40 percent less energy per person than the national average"""
Mostly True,"June 24, 2009","""Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin."""
Mostly True,"April 19, 2009","""Venezuela is a country whose defense budget is probably 1/600th of the United States."""
Mostly True,"March 24, 2009","His proposed budget would ""cut our deficit in half by the end of my first term."""
Mostly True,"March 19, 2009","""The 1908 Model T earned better gas mileage than a typical SUV sold in 2008."""
Mostly True,"January 28, 2009","""In Chicago, school is never canceled"" because of winter weather."
Mostly True,"January 14, 2009","Geithner's failure to pay self-employment taxes while working for the IMF ""is a mistake that is commonly made for people who are working internationally or for international institutions."""
Mostly True,"October 19, 2008","""The race will tighten, just because that's what happens at the end of campaigns. They always have."""
Mostly True,"October 29, 2008",McCain called for less regulation 21 times just this year.
Mostly True,"October 20, 2008","""In April, Sen. McCain came out against helping women earn equal pay for equal work."""
Mostly True,"October 7, 2008","John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts."""
Mostly True,"October 6, 2008",McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.
Mostly True,"September 26, 2008","McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us."""
Mostly True,"September 23, 2008","Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore."""
Mostly True,"September 12, 2008","""He admits he still doesn't know how to use a computer, can't send an e-mail."""
Mostly True,"August 21, 2008","The Bush administration's latest plans for troop withdrawal from Iraq by 2011 are ""more or less the same time frame I announced two years ago."""
Mostly True,"August 23, 2008","""Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically."""
Mostly True,"August 5, 2008","McCain, ""voted against renewable sources of energy, against biofuels, against solar power, against wind power.... """
Mostly True,"August 11, 2008",John McCain has seven houses.
Mostly True,"August 4, 2008","""Big oil's filling John McCain's campaign with $2-million in contributions."""
Mostly True,"July 11, 2008","""We've heard talk about curbing our use of fossil fuels in nearly every State of the Union address since the oil embargo of 1973."""
Mostly True,"July 8, 2008","""McCain used to buck his party on immigration by fighting for comprehensive reform. . . . But when he was running for his party's nomination, he . . . said that he wouldn't even support his own legislation if it came up for a vote."""
Mostly True,"June 19, 2008","Barack Obama ""passed laws moving people from welfare to work."""
Mostly True,"June 19, 2008","Barack Obama ""cut taxes for working families."""
True,"January 15, 2008","""I'm proud of the fact that I've raised more money from small donors than anybody else, and that we're getting $25, $50, $100 donations, and we've done very well doing it that way."""
True,"September 12, 2007","""I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006."""
True,"August 8, 2007:","Obama ""won health care for 150,000 people."""
True,"September 11, 2007","""Sen. Obama worked on some of the deepest issues we had and was successful in a bipartisan way."""
Half True,"April 18, 2008","Hillary Clinton is ""willing to have workers' wages garnisheed if they refuse to buy health insurance."""
Half True,"April 8, 2008","Barack Obama's network of small donors constitutes a ""parallel public financing system."""
Half True,"April 14, 2008","""He took on special interests and won, passing the toughest ethics law yet."""
Half True,"February 26, 2008","A mailer from the Obama campaign ""accurately indicates"" that Hillary Clinton would ""force uninsured people to buy insurance, even if they can't afford it."""
Half True,"January 23, 2008","""But it was Hillary Clinton, in an interview with Tom Brokaw, who quote 'paid tribute' to Ronald Reagan's economic and foreign policy."""
Half True,"January 15, 2008",Says he passed a bill to stop a military requirement that wounded soldiers pay for meals and phone calls.
Half True,"January 5, 2008","""You've got a building in the Cayman Islands that supposedly houses 12,000 corporations. That's either the biggest building or the biggest tax scam on record."""
Half True,"October 30, 2007","""I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate."""
Half True,"October 21, 2007:","Obama spokesman Bill Burton says Clinton gave Bush ""a blank check on a critical foreign policy issue."""
Half True,"September 6, 2007","""During his tenure in Washington and in the Illinois State Senate, Barack Obama has accumulated a record of bipartisan success."""
Half True,"August 21, 2007","""He's leading by example, refusing contributions from PACs and Washington lobbyists."""
Half True,"June 19, 2007","""If we increase fuel efficiency standards to 40, 45 miles a gallon, we would have to import zero oil from the Middle East."""
Half True,"May 7, 2007","""Both China and Japan have surpassed us, with Japanese cars now getting an average of 45 miles to the gallon."""
Mostly True,"June 12, 2008","""McCain lobbied for (a) $10-million pork project honoring conservative justice."""
Mostly True,"May 20, 2008","""Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao — and these were folks who have done horrendous damage not only to their own countries but to other countries."""
Mostly True,"May 26, 2008","""I had an uncle ... who was part of the first American troops to go into Auschwitz and liberate the concentration camps."""
Mostly True,"April 18, 2008","""More people without health care since George Bush took office; more children in poverty since George Bush took office."""
Mostly True,"May 5, 2008","A gas tax holiday ""would at best provide 30 cents a day for three months for a grand total of $28."""
Mostly True,"March 24, 2008","""Bill Clinton invited him (the Rev. Wright) to the White House when he was having his personal crises."""
Mostly True,"April 16, 2008","Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists."""
Mostly True,"April 10, 2008","""I'm the product of a mixed marriage that would have been illegal in 12 states when I was born."""
Mostly True,"March 5, 2008","""We've won twice as many states. We've won a greater share of the popular vote."""
Mostly True,"February 19, 2008","""When we've got CEOs making more in 10 minutes than ordinary workers are making in a year ... then something is wrong."""
Mostly True,"February 21, 2008","""We have seen hate crimes skyrocket in the wake of the immigration debate."""
Mostly True,"February 1, 2008","""8 years of the Clintons, major losses for Democrats across the nation."""
Mostly True,"February 10, 2008","""The last six polls, including this week's Time magazine, show that I beat John McCain by six or seven points."""
Mostly True,"January 30, 2008","Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."""
Mostly True,"June 19, 2007","""And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized..."""
